InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
540571,22197,SMALL POPCORN HOLDER,32,2023-10-09 00:00:00,0.63,10979,United Kingdom
537970,22629,SPACEBOY LUNCH BOX,38,2023-02-19 00:00:00,1.8,11481,United Kingdom
540057,22423,REGENCY CAKESTAND 3 TIER,29,2022-12-07 00:00:00,11.84,11183,United Kingdom
539802,22111,SCOTTIE DOG HOT WATER BOTTLE,47,2023-04-06 00:00:00,4.21,10565,France
536732,20719,WOODLAND CHARLOTTE BAG,40,2022-12-07 00:00:00,0.77,11256,Norway
538649,20719,WOODLAND CHARLOTTE BAG,20,2023-02-08 00:00:00,0.76,10210,Singapore
536543,85099B,JUMBO BAG RED RETROSPOT,11,2022-08-28 00:00:00,1.51,10048,United Kingdom
539859,22720,SET OF 3 CAKE TINS PANTRY DESIGN,27,2022-10-18 00:00:00,4.03,10521,USA
539115,22175,GIN + TONIC DIET METAL SIGN,36,2023-10-31 00:00:00,1.83,10208,United Kingdom
536410,20719,WOODLAND CHARLOTTE BAG,34,2022-12-06 00:00:00,0.73,10144,United Kingdom
538955,22961,JAM MAKING SET PRINTED,8,2023-05-16 00:00:00,1.69,11010,France
538118,22726,ALARM CLOCK BAKELIKE RED,33,2023-11-02 00:00:00,3.1,11227,United Kingdom
536546,22469,HEART OF WICKER SMALL,12,2023-10-05 00:00:00,1.17,10514,United Kingdom
536994,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,24,2022-11-14 00:00:00,1.41,10499,Germany
537613,23084,RABBIT NIGHT LIGHT,14,2023-10-22 00:00:00,1.99,10122,United Kingdom
539875,23228,SPACESHIP LAMP,25,2023-10-28 00:00:00,2.94,10613,Canada
536929,21217,RED RETROSPOT MINI CASES,21,2022-12-19 00:00:00,0.71,10748,United Kingdom
540209,21217,RED RETROSPOT MINI CASES,33,2022-12-13 00:00:00,0.81,11115,Sweden
537582,22629,SPACEBOY LUNCH BOX,21,2023-03-06 00:00:00,2.31,11038,United Kingdom
539872,21929,JUMBO BAG PINK POLKADOT,29,2022-11-03 00:00:00,1.44,10842,United Kingdom
536870,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,34,2022-04-26 00:00:00,3.64,10472,Spain
537971,22175,GIN + TONIC DIET METAL SIGN,26,2022-12-03 00:00:00,2.26,10908,United Kingdom
539513,23166,MEDIUM CERAMIC TOP STORAGE JAR,17,2023-06-16 00:00:00,1.2,10476,United Kingdom
539731,47566,PARTY BUNTING,39,2022-02-26 00:00:00,4.75,10626,United Kingdom
536920,21930,JUMBO STORAGE BAG SUKI,13,2023-08-15 00:00:00,1.85,10010,United Kingdom
538045,20727,LUNCH BAG BLACK SKULL,5,2022-05-07 00:00:00,1.6,10635,Spain
540263,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,34,2023-10-25 00:00:00,1.39,11468,United Kingdom
538292,23228,SPACESHIP LAMP,15,2023-12-05 00:00:00,2.1,11203,Japan
540789,23203,LUNCH BAG APPLE DESIGN,11,2022-12-16 00:00:00,1.73,10938,United Kingdom
539749,22175,GIN + TONIC DIET METAL SIGN,4,2022-02-22 00:00:00,1.85,11497,Italy
540688,20725,LUNCH BAG RED RETROSPOT,44,2023-10-01 00:00:00,1.89,,United Kingdom
538879,21977,PACK OF 60 PINK PAISLEY CAKE CASES,5,2023-12-15 00:00:00,0.64,10240,Australia
538878,22726,ALARM CLOCK BAKELIKE RED,21,2023-12-05 00:00:00,-0.01,11398,Germany
540633,21064,WOOD S/3 CABINET ANT WHITE,6,2023-10-02 00:00:00,20.2,,United Kingdom
536890,22144,FINISH LINE ENAMEL MUG,45,2022-12-06 00:00:00,1.14,10094,United Kingdom
536549,22469,HEART OF WICKER SMALL,34,2022-11-20 00:00:00,1.58,10654,France
536383,22197,SMALL POPCORN HOLDER,16,2023-11-13 00:00:00,0.69,,Singapore
538358,20727,LUNCH BAG BLACK SKULL,25,2023-10-20 00:00:00,1.57,11270,USA
538935,21258,,16,2022-11-02 00:00:00,8.58,10318,United Kingdom
537881,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,5,2022-08-07 00:00:00,2.87,10855,United Kingdom
537083,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2022-12-19 00:00:00,2.79,11198,Netherlands
538071,22469,HEART OF WICKER SMALL,-22,2022-03-20 00:00:00,1.37,10228,United Kingdom
539810,23203,LUNCH BAG APPLE DESIGN,25,2022-07-16 00:00:00,1.86,10349,USA
539834,47566,PARTY BUNTING,22,2023-12-10 00:00:00,4.13,11386,Germany
540287,85099B,JUMBO BAG RED RETROSPOT,28,2022-03-01 00:00:00,1.58,,Singapore
537631,20727,LUNCH BAG BLACK SKULL,25,2023-03-15 00:00:00,1.86,10877,Portugal
540537,20727,,28,2023-10-21 00:00:00,1.51,10993,Germany
538791,84406B,CREAM CUPID HEARTS COAT HANGER,41,2022-11-17 00:00:00,2.68,,United Kingdom
540669,22457,NATURAL SLATE HEART CHALKBOARD,24,2023-11-10 00:00:00,2.16,10902,Switzerland
538293,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-12-24 00:00:00,2.5,11361,United Kingdom
540034,22629,SPACEBOY LUNCH BOX,15,2022-11-27 00:00:00,1.68,10557,United Kingdom
538438,21212,PACK OF 72 RETROSPOT CAKE CASES,40,2023-09-11 00:00:00,0.66,10733,France
540669,20727,LUNCH BAG BLACK SKULL,18,2023-06-17 00:00:00,1.62,11317,United Kingdom
538249,20725,LUNCH BAG RED RETROSPOT,17,2023-12-24 00:00:00,1.92,10758,Netherlands
536512,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,11,2023-11-30 00:00:00,1.37,10614,United Kingdom
539570,22726,ALARM CLOCK BAKELIKE RED,36,2022-04-01 00:00:00,3.69,11287,United Kingdom
537352,22469,HEART OF WICKER SMALL,24,2022-08-17 00:00:00,1.26,11308,Switzerland
540793,22197,SMALL POPCORN HOLDER,35,2022-03-20 00:00:00,0.59,11233,United Kingdom
537141,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,32,2022-01-23 00:00:00,2.83,10693,Australia
537603,23203,LUNCH BAG APPLE DESIGN,38,2023-09-27 00:00:00,1.85,10480,Netherlands
539583,22197,SMALL POPCORN HOLDER,2,2023-11-06 00:00:00,0.81,10095,Belgium
539272,21258,VICTORIAN SEWING BOX LARGE,32,2023-01-09 00:00:00,8.27,11035,USA
538160,22175,GIN + TONIC DIET METAL SIGN,-13,2022-09-26 00:00:00,2.43,10327,Sweden
536662,21930,JUMBO STORAGE BAG SUKI,45,2023-11-02 00:00:00,2.28,10616,United Kingdom
540705,21977,PACK OF 60 PINK PAISLEY CAKE CASES,44,2023-10-25 00:00:00,0.65,11361,United Kingdom
540309,23166,MEDIUM CERAMIC TOP STORAGE JAR,43,2022-10-29 00:00:00,1.47,10434,United Kingdom
C537122,22469,HEART OF WICKER SMALL,39,2022-10-07 00:00:00,1.22,11157,USA
536996,22616,PACK OF 12 LONDON TISSUES,33,2022-12-09 00:00:00,0.7,10547,United Kingdom
538680,22632,HAND WARMER RED POLKA DOT,32,2023-08-13 00:00:00,2.03,10030,Netherlands
536835,22632,,41,2023-12-08 00:00:00,2.2,,Spain
538229,21212,PACK OF 72 RETROSPOT CAKE CASES,14,2023-09-02 00:00:00,0.56,11432,Australia
539979,23203,LUNCH BAG APPLE DESIGN,12,2023-10-19 00:00:00,1.83,11311,Germany
536999,84997C,RECYCLED ACRYLIC BEAD NECKLACE,23,2023-11-16 00:00:00,1.17,11450,United Kingdom
538013,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,31,2022-04-24 00:00:00,2.96,10458,Canada
537181,21212,PACK OF 72 RETROSPOT CAKE CASES,28,2022-11-10 00:00:00,0.47,10665,USA
538705,20727,LUNCH BAG BLACK SKULL,28,2023-01-18 00:00:00,1.44,11392,Canada
540718,22616,PACK OF 12 LONDON TISSUES,32,2022-07-11 00:00:00,0.71,11206,France
536924,21064,WOOD S/3 CABINET ANT WHITE,32,2022-02-02 00:00:00,14.33,10569,Finland
539924,22629,SPACEBOY LUNCH BOX,30,2022-09-29 00:00:00,1.74,10418,Netherlands
540751,22197,SMALL POPCORN HOLDER,3,2022-12-23 00:00:00,0.59,10124,France
539277,22900,SET 2 TEA TOWELS I LOVE LONDON,-42,2022-11-15 00:00:00,2.75,10832,Denmark
536823,22382,,-38,2023-10-02 00:00:00,2.21,11429,Netherlands
537382,22197,SMALL POPCORN HOLDER,16,2023-04-20 00:00:00,0.66,11499,Singapore
539080,20727,LUNCH BAG BLACK SKULL,28,2023-12-27 00:00:00,1.56,10561,Germany
536743,22900,SET 2 TEA TOWELS I LOVE LONDON,11,2023-01-14 00:00:00,3.04,10974,United Kingdom
538028,22720,SET OF 3 CAKE TINS PANTRY DESIGN,45,2023-06-28 00:00:00,4.18,10812,United Kingdom
537472,23203,LUNCH BAG APPLE DESIGN,45,2023-12-14 00:00:00,1.56,10293,Germany
C538127,23228,SPACESHIP LAMP,-30,2022-01-29 00:00:00,2.16,10126,Australia
538267,84997C,RECYCLED ACRYLIC BEAD NECKLACE,34,2023-08-31 00:00:00,1.14,10611,Germany
537476,47566,PARTY BUNTING,37,2023-05-25 00:00:00,5.49,11338,United Kingdom
538354,21930,JUMBO STORAGE BAG SUKI,9,2023-12-16 00:00:00,1.69,11315,Germany
538501,20727,LUNCH BAG BLACK SKULL,30,2022-12-29 00:00:00,1.75,10837,United Kingdom
540562,22616,PACK OF 12 LONDON TISSUES,4,2022-09-10 00:00:00,0.91,,Netherlands
538952,20727,LUNCH BAG BLACK SKULL,-18,2023-09-23 00:00:00,1.46,10123,Italy
539537,22469,HEART OF WICKER SMALL,49,2022-06-19 00:00:00,1.22,11238,United Kingdom
536973,22175,GIN + TONIC DIET METAL SIGN,35,2022-06-18 00:00:00,1.97,11110,United Kingdom
538875,20725,LUNCH BAG RED RETROSPOT,21,2023-12-13 00:00:00,1.56,11374,United Kingdom
539701,20725,LUNCH BAG RED RETROSPOT,5,2023-05-30 00:00:00,1.52,10661,Germany
538414,22616,PACK OF 12 LONDON TISSUES,16,2022-12-29 00:00:00,0.72,11434,United Kingdom
540132,23228,SPACESHIP LAMP,23,2023-05-25 00:00:00,2.48,10686,United Kingdom
536876,23209,LUNCH BAG GINGHAM DESIGN,45,2023-11-21 00:00:00,1.62,11020,United Kingdom
536453,21977,PACK OF 60 PINK PAISLEY CAKE CASES,28,2022-04-05 00:00:00,0.51,10834,Japan
536729,20727,LUNCH BAG BLACK SKULL,35,2023-09-23 00:00:00,1.71,11012,Belgium
537253,22900,SET 2 TEA TOWELS I LOVE LONDON,21,2023-01-04 00:00:00,3.47,10800,Spain
539942,22111,SCOTTIE DOG HOT WATER BOTTLE,23,2022-10-07 00:00:00,4.84,10866,United Kingdom
537343,84997C,RECYCLED ACRYLIC BEAD NECKLACE,18,2022-10-05 00:00:00,1.19,11395,United Kingdom
539346,84406B,CREAM CUPID HEARTS COAT HANGER,37,2023-09-23 00:00:00,3.44,10020,United Kingdom
536388,22197,SMALL POPCORN HOLDER,36,2023-10-23 00:00:00,0.74,10905,Italy
540782,23228,SPACESHIP LAMP,-7,2023-09-16 00:00:00,2.95,10967,Norway
537534,22726,ALARM CLOCK BAKELIKE RED,3,2023-05-15 00:00:00,4.31,10499,United Kingdom
536740,23209,LUNCH BAG GINGHAM DESIGN,46,2022-07-29 00:00:00,1.34,10782,United Kingdom
536728,20727,LUNCH BAG BLACK SKULL,10,2022-11-18 00:00:00,1.55,11430,Netherlands
540426,22111,SCOTTIE DOG HOT WATER BOTTLE,10,2022-09-06 00:00:00,5.14,10311,Italy
538157,22629,SPACEBOY LUNCH BOX,7,2022-03-25 00:00:00,2.2,11218,Switzerland
538484,22144,FINISH LINE ENAMEL MUG,47,2023-04-20 00:00:00,0.98,10628,United Kingdom
537525,20725,LUNCH BAG RED RETROSPOT,9,2022-10-26 00:00:00,1.83,10862,Switzerland
538374,22197,SMALL POPCORN HOLDER,26,2023-09-30 00:00:00,0.67,11316,United Kingdom
540465,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2022-03-10 00:00:00,0.48,11297,Japan
537630,21217,RED RETROSPOT MINI CASES,28,2023-11-04 00:00:00,0.79,,Canada
539535,21929,JUMBO BAG PINK POLKADOT,44,2023-10-10 00:00:00,1.66,10505,United Kingdom
538473,23355,HOT WATER BOTTLE KEEP CALM,37,2023-06-03 00:00:00,4.93,11366,Germany
540287,47566,PARTY BUNTING,30,2022-11-05 00:00:00,4.88,10485,United Kingdom
539565,47566,PARTY BUNTING,9,2023-11-29 00:00:00,5.74,,Germany
C539322,22629,SPACEBOY LUNCH BOX,13,2023-03-20 00:00:00,2.04,11067,Australia
537986,23084,RABBIT NIGHT LIGHT,33,2022-01-04 00:00:00,1.47,10998,United Kingdom
539886,21977,PACK OF 60 PINK PAISLEY CAKE CASES,40,2023-10-01 00:00:00,0.59,11316,United Kingdom
537717,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,23,2022-10-14 00:00:00,2.45,11276,Sweden
540074,21064,WOOD S/3 CABINET ANT WHITE,43,2022-12-20 00:00:00,18.01,11205,United Kingdom
540335,22382,LUNCH BOX WITH CUTLERY RETROSPOT,5,2023-11-07 00:00:00,2.99,11239,USA
538163,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2022-07-24 00:00:00,4.62,11263,Denmark
536422,20725,LUNCH BAG RED RETROSPOT,2,2022-03-31 00:00:00,1.92,10768,Netherlands
538695,20719,WOODLAND CHARLOTTE BAG,23,2022-10-27 00:00:00,0.69,10311,Denmark
540764,22175,GIN + TONIC DIET METAL SIGN,12,2023-11-27 00:00:00,2.4,10154,Finland
539288,20719,WOODLAND CHARLOTTE BAG,40,2023-05-17 00:00:00,0.98,11464,Finland
537934,23355,HOT WATER BOTTLE KEEP CALM,14,2022-10-15 00:00:00,5.1,10624,United Kingdom
538141,21064,WOOD S/3 CABINET ANT WHITE,19,2023-07-02 00:00:00,15.44,11304,Belgium
540099,22423,REGENCY CAKESTAND 3 TIER,37,2023-04-19 00:00:00,14.79,11237,United Kingdom
536994,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,34,2022-04-03 00:00:00,2.59,10273,Portugal
539809,22726,ALARM CLOCK BAKELIKE RED,45,2023-02-24 00:00:00,3.64,11388,Spain
536372,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2023-08-24 00:00:00,2.74,11123,Germany
540232,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2023-01-20 00:00:00,0.64,10286,Australia
537191,23228,SPACESHIP LAMP,42,2023-10-15 00:00:00,2.47,10034,Canada
538802,22900,SET 2 TEA TOWELS I LOVE LONDON,3,2023-07-20 00:00:00,3.52,10069,Switzerland
539568,22111,SCOTTIE DOG HOT WATER BOTTLE,26,2022-08-06 00:00:00,4.31,10005,Spain
536801,23228,SPACESHIP LAMP,42,2022-08-18 00:00:00,2.78,11204,United Kingdom
540026,22469,HEART OF WICKER SMALL,17,2022-08-03 00:00:00,1.66,11162,Netherlands
539388,22629,SPACEBOY LUNCH BOX,12,2023-11-24 00:00:00,1.92,10647,United Kingdom
536755,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,2023-09-29 00:00:00,5.03,11191,Portugal
538061,84997C,RECYCLED ACRYLIC BEAD NECKLACE,8,2022-11-08 00:00:00,0.87,10275,Japan
540282,20725,LUNCH BAG RED RETROSPOT,39,2022-11-09 00:00:00,1.51,11335,Germany
540657,22726,ALARM CLOCK BAKELIKE RED,31,2022-12-19 00:00:00,3.83,11188,United Kingdom
536441,22629,SPACEBOY LUNCH BOX,49,2022-10-18 00:00:00,1.71,10234,Spain
537492,22616,PACK OF 12 LONDON TISSUES,42,2023-12-16 00:00:00,0.79,10772,United Kingdom
538683,23203,LUNCH BAG APPLE DESIGN,35,2022-11-26 00:00:00,1.46,11265,Denmark
539347,23084,RABBIT NIGHT LIGHT,8,2022-11-13 00:00:00,1.78,10752,Spain
539436,22616,PACK OF 12 LONDON TISSUES,44,2023-09-13 00:00:00,0.8,11486,Japan
537964,20727,LUNCH BAG BLACK SKULL,9,2022-04-02 00:00:00,1.8,11219,Netherlands
539610,22197,SMALL POPCORN HOLDER,36,2023-05-12 00:00:00,0.86,10474,United Kingdom
537716,20725,LUNCH BAG RED RETROSPOT,-19,2023-12-27 00:00:00,1.5,11417,Norway
538945,20727,LUNCH BAG BLACK SKULL,38,2023-06-05 00:00:00,1.41,10461,Germany
537008,21977,PACK OF 60 PINK PAISLEY CAKE CASES,30,2022-10-03 00:00:00,0.53,11194,United Kingdom
537631,22726,ALARM CLOCK BAKELIKE RED,20,2023-10-23 00:00:00,3.54,,United Kingdom
C538868,21930,JUMBO STORAGE BAG SUKI,18,2022-08-02 00:00:00,0.0,11148,Switzerland
539501,22726,ALARM CLOCK BAKELIKE RED,37,2022-03-11 00:00:00,4.28,10244,United Kingdom
536829,22616,PACK OF 12 LONDON TISSUES,4,2022-05-25 00:00:00,0.96,,Netherlands
540396,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,2023-09-06 00:00:00,0.45,10602,Portugal
539188,22616,PACK OF 12 LONDON TISSUES,24,2023-10-23 00:00:00,0.99,10217,Sweden
539748,22629,SPACEBOY LUNCH BOX,49,2023-05-26 00:00:00,1.76,10185,United Kingdom
540617,21217,RED RETROSPOT MINI CASES,2,2023-10-07 00:00:00,0.7,11409,Japan
540052,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,29,2023-04-05 00:00:00,2.4,11442,Switzerland
538111,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2023-01-28 00:00:00,2.88,10277,France
540776,21258,VICTORIAN SEWING BOX LARGE,-32,2022-03-24 00:00:00,6.36,10979,Spain
536501,20727,LUNCH BAG BLACK SKULL,15,2023-10-06 00:00:00,1.35,10363,Japan
537022,22720,SET OF 3 CAKE TINS PANTRY DESIGN,36,2022-04-18 00:00:00,4.97,10783,United Kingdom
537918,84997C,RECYCLED ACRYLIC BEAD NECKLACE,40,2023-10-10 00:00:00,0.94,,United Kingdom
540497,22720,SET OF 3 CAKE TINS PANTRY DESIGN,25,2022-03-26 00:00:00,4.88,10523,Singapore
538751,22423,REGENCY CAKESTAND 3 TIER,23,2023-10-14 00:00:00,11.82,10658,Netherlands
540253,22457,NATURAL SLATE HEART CHALKBOARD,15,2023-06-17 00:00:00,2.16,11476,United Kingdom
C539322,85099B,JUMBO BAG RED RETROSPOT,19,2023-11-14 00:00:00,1.87,,France
537038,20725,LUNCH BAG RED RETROSPOT,40,2022-12-08 00:00:00,1.94,10167,Germany
537409,22175,GIN + TONIC DIET METAL SIGN,15,2023-03-14 00:00:00,1.92,11120,United Kingdom
537932,22175,GIN + TONIC DIET METAL SIGN,25,2022-12-14 00:00:00,1.89,10106,Netherlands
536806,22423,REGENCY CAKESTAND 3 TIER,3,2023-02-18 00:00:00,0.0,10744,United Kingdom
538986,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2023-10-25 00:00:00,3.97,11355,United Kingdom
538315,22469,HEART OF WICKER SMALL,28,2023-07-12 00:00:00,1.73,10820,Norway
537119,23209,LUNCH BAG GINGHAM DESIGN,13,2022-09-25 00:00:00,1.51,,Switzerland
536834,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2022-01-29 00:00:00,3.61,10528,Italy
536847,47566,PARTY BUNTING,30,2023-02-13 00:00:00,4.98,10001,United Kingdom
539586,23209,LUNCH BAG GINGHAM DESIGN,13,2022-06-17 00:00:00,1.72,11306,United Kingdom
539625,20725,LUNCH BAG RED RETROSPOT,23,2022-10-23 00:00:00,1.69,11238,United Kingdom
537611,22469,HEART OF WICKER SMALL,21,2022-12-25 00:00:00,1.45,10021,Italy
537829,23355,HOT WATER BOTTLE KEEP CALM,2,2022-08-04 00:00:00,4.93,10528,Netherlands
540297,22197,SMALL POPCORN HOLDER,5,2022-10-05 00:00:00,0.83,10868,Finland
540798,21258,VICTORIAN SEWING BOX LARGE,17,2023-05-26 00:00:00,6.81,10093,United Kingdom
538702,47566,PARTY BUNTING,26,2022-08-04 00:00:00,4.56,11009,Spain
539773,22900,SET 2 TEA TOWELS I LOVE LONDON,12,2023-07-18 00:00:00,2.43,10742,United Kingdom
539371,23203,LUNCH BAG APPLE DESIGN,11,2023-06-27 00:00:00,1.35,11223,Italy
537201,21258,VICTORIAN SEWING BOX LARGE,1,2023-07-19 00:00:00,9.27,10228,United Kingdom
536667,22632,HAND WARMER RED POLKA DOT,16,2023-11-22 00:00:00,2.34,,United Kingdom
C537084,22616,PACK OF 12 LONDON TISSUES,42,2022-12-17 00:00:00,0.86,11071,United Kingdom
538387,22961,JAM MAKING SET PRINTED,39,2023-11-04 00:00:00,1.27,11259,Netherlands
540102,22197,SMALL POPCORN HOLDER,6,2022-10-24 00:00:00,0.6,11257,Italy
540622,84406B,CREAM CUPID HEARTS COAT HANGER,40,2022-05-01 00:00:00,2.95,10536,Italy
537113,84406B,CREAM CUPID HEARTS COAT HANGER,42,2023-04-22 00:00:00,2.56,10198,United Kingdom
539551,23203,LUNCH BAG APPLE DESIGN,8,2023-06-15 00:00:00,0.0,11112,United Kingdom
538703,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2022-07-06 00:00:00,4.01,10297,Italy
537652,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-2,2022-08-24 00:00:00,3.37,11277,Germany
537502,22629,SPACEBOY LUNCH BOX,28,2023-11-08 00:00:00,1.82,,Germany
537945,22423,REGENCY CAKESTAND 3 TIER,23,2022-01-07 00:00:00,11.87,11403,United Kingdom
537106,22457,NATURAL SLATE HEART CHALKBOARD,6,2022-04-16 00:00:00,2.12,10137,United Kingdom
540175,21212,PACK OF 72 RETROSPOT CAKE CASES,-35,2022-10-08 00:00:00,0.53,11361,United Kingdom
538066,23228,SPACESHIP LAMP,37,2023-04-15 00:00:00,2.39,10145,Belgium
538717,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,14,2023-03-30 00:00:00,2.23,10366,United Kingdom
538744,85123A,WHITE HANGING HEART T-LIGHT HOLDER,41,2022-11-21 00:00:00,2.86,10351,United Kingdom
536470,85099B,JUMBO BAG RED RETROSPOT,3,2022-12-03 00:00:00,1.63,10623,Switzerland
540850,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,2023-12-08 00:00:00,5.21,10315,United Kingdom
540413,21930,JUMBO STORAGE BAG SUKI,48,2022-02-16 00:00:00,2.32,10021,France
540488,22629,SPACEBOY LUNCH BOX,42,2023-06-08 00:00:00,2.22,11427,United Kingdom
536602,22469,HEART OF WICKER SMALL,35,2023-07-31 00:00:00,1.59,11413,United Kingdom
536561,22469,HEART OF WICKER SMALL,26,2023-02-21 00:00:00,1.63,11447,United Kingdom
536581,84406B,CREAM CUPID HEARTS COAT HANGER,32,2023-11-09 00:00:00,3.1,10531,Germany
536630,20719,WOODLAND CHARLOTTE BAG,9,2023-09-09 00:00:00,0.7,10822,Norway
539752,21217,RED RETROSPOT MINI CASES,5,2022-02-10 00:00:00,0.83,10066,Netherlands
540588,85099B,JUMBO BAG RED RETROSPOT,20,2022-02-16 00:00:00,1.82,10894,United Kingdom
536976,23166,MEDIUM CERAMIC TOP STORAGE JAR,34,2022-01-05 00:00:00,1.21,10125,Portugal
539898,21930,JUMBO STORAGE BAG SUKI,14,2022-09-10 00:00:00,2.24,10651,United Kingdom
537077,22175,GIN + TONIC DIET METAL SIGN,37,2023-05-07 00:00:00,2.01,11258,Germany
539136,23209,LUNCH BAG GINGHAM DESIGN,4,2022-04-23 00:00:00,1.81,10745,USA
537026,23209,LUNCH BAG GINGHAM DESIGN,11,2022-03-10 00:00:00,1.57,,Germany
540066,23084,RABBIT NIGHT LIGHT,40,2022-12-17 00:00:00,1.55,10366,United Kingdom
538388,20719,WOODLAND CHARLOTTE BAG,10,2023-05-24 00:00:00,0.84,10176,United Kingdom
538710,21930,JUMBO STORAGE BAG SUKI,12,2022-11-18 00:00:00,2.42,10952,Germany
537914,22144,FINISH LINE ENAMEL MUG,14,2023-12-23 00:00:00,1.23,10007,United Kingdom
537349,20725,LUNCH BAG RED RETROSPOT,28,2023-12-05 00:00:00,1.47,10619,United Kingdom
537085,21212,PACK OF 72 RETROSPOT CAKE CASES,29,2023-12-25 00:00:00,0.47,10075,Finland
538424,22457,NATURAL SLATE HEART CHALKBOARD,11,2023-10-16 00:00:00,2.34,10586,United Kingdom
538180,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2022-02-14 00:00:00,2.08,10449,United Kingdom
539896,22616,PACK OF 12 LONDON TISSUES,33,2023-10-26 00:00:00,0.92,,United Kingdom
540653,22457,NATURAL SLATE HEART CHALKBOARD,35,2022-06-23 00:00:00,2.27,10788,United Kingdom
540368,85099B,JUMBO BAG RED RETROSPOT,8,2023-12-23 00:00:00,1.74,11378,France
538327,47566,PARTY BUNTING,23,2022-05-05 00:00:00,4.45,10207,France
539077,84997C,RECYCLED ACRYLIC BEAD NECKLACE,14,2022-07-27 00:00:00,1.14,10258,Germany
539202,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,2022-01-04 00:00:00,2.74,11415,United Kingdom
537233,84406B,CREAM CUPID HEARTS COAT HANGER,8,2022-07-05 00:00:00,3.36,10315,United Kingdom
540603,20719,WOODLAND CHARLOTTE BAG,21,2023-10-26 00:00:00,0.89,,United Kingdom
540401,22629,SPACEBOY LUNCH BOX,4,2023-10-15 00:00:00,2.1,11263,United Kingdom
539069,22726,ALARM CLOCK BAKELIKE RED,29,2022-01-09 00:00:00,3.96,,United Kingdom
536796,20719,WOODLAND CHARLOTTE BAG,47,2023-10-01 00:00:00,0.77,10877,United Kingdom
539348,22144,FINISH LINE ENAMEL MUG,28,2022-12-26 00:00:00,1.06,10286,Germany
538806,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,40,2023-10-26 00:00:00,1.57,,Germany
537117,21930,,7,2023-11-22 00:00:00,2.32,10501,United Kingdom
536482,22726,ALARM CLOCK BAKELIKE RED,44,2023-06-04 00:00:00,3.66,10518,USA
540142,20719,WOODLAND CHARLOTTE BAG,5,2023-07-11 00:00:00,0.73,11344,Spain
536916,20725,LUNCH BAG RED RETROSPOT,35,2022-07-15 00:00:00,1.36,10539,United Kingdom
536370,23355,HOT WATER BOTTLE KEEP CALM,22,2022-05-10 00:00:00,4.38,11089,Australia
539980,22457,NATURAL SLATE HEART CHALKBOARD,45,2023-12-16 00:00:00,2.26,10668,United Kingdom
537263,23355,,26,2023-08-17 00:00:00,4.47,10532,United Kingdom
537806,23084,RABBIT NIGHT LIGHT,2,2022-10-06 00:00:00,1.41,10833,Spain
538256,22616,PACK OF 12 LONDON TISSUES,30,2023-08-01 00:00:00,0.81,11264,Netherlands
537545,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,42,2022-02-17 00:00:00,1.5,11198,United Kingdom
537703,21064,WOOD S/3 CABINET ANT WHITE,38,2022-11-15 00:00:00,20.31,10907,United Kingdom
536536,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,44,2022-01-03 00:00:00,1.66,10455,United Kingdom
538872,21977,PACK OF 60 PINK PAISLEY CAKE CASES,48,2023-04-17 00:00:00,0.49,11111,United Kingdom
538317,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,21,2023-12-02 00:00:00,1.55,11157,Portugal
536539,22457,NATURAL SLATE HEART CHALKBOARD,18,2022-12-25 00:00:00,1.75,10767,France
539730,22382,LUNCH BOX WITH CUTLERY RETROSPOT,23,2022-09-28 00:00:00,2.58,10180,France
540475,21217,RED RETROSPOT MINI CASES,18,2022-04-01 00:00:00,0.98,10062,Japan
