InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,OrderYear,OrderMonth,OrderDay,OrderDayOfWeek,YearMonth
539981,21212,PACK OF 72 RETROSPOT CAKE CASES,47,2022-02-28,0.47,10687,Sweden,22.09,2022,2,28,Monday,2022-02
538175,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,2023-12-22,5.87,10000,Japan,29.35,2023,12,22,Friday,2023-12
539763,22423,REGENCY CAKESTAND 3 TIER,1,2022-07-04,11.38,10513,United Kingdom,11.38,2022,7,4,Monday,2022-07
539890,23209,LUNCH BAG GINGHAM DESIGN,11,2022-11-28,1.66,10652,Norway,18.26,2022,11,28,Monday,2022-11
540209,22726,ALARM CLOCK BAKELIKE RED,32,2023-01-10,3.92,10042,United Kingdom,125.44,2023,1,10,Tuesday,2023-01
537943,22144,FINISH LINE ENAMEL MUG,38,2022-12-20,1.22,10969,Netherlands,46.36,2022,12,20,Tuesday,2022-12
537864,20719,WOODLAND CHARLOTTE BAG,49,2022-12-23,0.81,10686,United Kingdom,39.69,2022,12,23,Friday,2022-12
538751,21930,JUMBO STORAGE BAG SUKI,30,2022-03-12,2.45,10125,Spain,73.5,2022,3,12,Saturday,2022-03
539948,21930,JUMBO STORAGE BAG SUKI,15,2023-11-20,2.3,10269,France,34.5,2023,11,20,Monday,2023-11
537502,22469,HEART OF WICKER SMALL,46,2022-06-19,1.27,10683,France,58.42,2022,6,19,Sunday,2022-06
538643,22720,SET OF 3 CAKE TINS PANTRY DESIGN,45,2022-10-10,4.31,10841,France,193.95,2022,10,10,Monday,2022-10
540622,84997C,RECYCLED ACRYLIC BEAD NECKLACE,47,2022-11-11,0.96,10530,United Kingdom,45.12,2022,11,11,Friday,2022-11
538744,23166,MEDIUM CERAMIC TOP STORAGE JAR,35,2022-12-01,1.23,11168,Italy,43.05,2022,12,1,Thursday,2022-12
538197,84406B,CREAM CUPID HEARTS COAT HANGER,45,2023-08-27,2.79,11221,United Kingdom,125.55,2023,8,27,Sunday,2023-08
540212,20719,WOODLAND CHARLOTTE BAG,33,2022-08-20,0.85,10372,United Kingdom,28.05,2022,8,20,Saturday,2022-08
536880,22629,SPACEBOY LUNCH BOX,37,2023-07-17,1.67,10807,Singapore,61.79,2023,7,17,Monday,2023-07
537635,21064,WOOD S/3 CABINET ANT WHITE,29,2022-07-26,14.31,11087,United Kingdom,414.99,2022,7,26,Tuesday,2022-07
536750,22197,SMALL POPCORN HOLDER,25,2022-12-21,0.65,10016,Singapore,16.25,2022,12,21,Wednesday,2022-12
536392,23228,SPACESHIP LAMP,23,2023-05-18,2.24,10464,Sweden,51.52,2023,5,18,Thursday,2023-05
537477,23084,RABBIT NIGHT LIGHT,31,2022-04-17,1.59,10717,United Kingdom,49.29,2022,4,17,Sunday,2022-04
540329,22616,PACK OF 12 LONDON TISSUES,25,2022-01-19,0.79,10653,Netherlands,19.75,2022,1,19,Wednesday,2022-01
540058,23084,RABBIT NIGHT LIGHT,49,2022-10-24,1.93,10138,United Kingdom,94.57,2022,10,24,Monday,2022-10
536783,22961,JAM MAKING SET PRINTED,23,2022-10-02,1.34,10758,Singapore,30.82,2022,10,2,Sunday,2022-10
540084,20727,Unknown Product,11,2022-03-12,1.94,10629,Germany,21.34,2022,3,12,Saturday,2022-03
538697,22616,PACK OF 12 LONDON TISSUES,1,2023-04-10,0.81,10759,United Kingdom,0.81,2023,4,10,Monday,2023-04
537034,23228,SPACESHIP LAMP,37,2022-12-07,2.25,10171,United Kingdom,83.25,2022,12,7,Wednesday,2022-12
538779,23228,SPACESHIP LAMP,46,2023-09-13,2.74,10867,Germany,126.04,2023,9,13,Wednesday,2023-09
539973,85099B,JUMBO BAG RED RETROSPOT,21,2022-10-05,1.65,11075,United Kingdom,34.65,2022,10,5,Wednesday,2022-10
539171,84406B,CREAM CUPID HEARTS COAT HANGER,24,2023-06-13,3.31,11254,United Kingdom,79.44,2023,6,13,Tuesday,2023-06
539726,22111,SCOTTIE DOG HOT WATER BOTTLE,32,2022-02-27,3.81,10767,United Kingdom,121.92,2022,2,27,Sunday,2022-02
540523,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,33,2023-10-11,2.37,11025,Norway,78.21,2023,10,11,Wednesday,2023-10
539382,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2023-06-23,3.91,10183,United Kingdom,31.28,2023,6,23,Friday,2023-06
537285,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,2023-03-21,3.02,11333,Germany,75.5,2023,3,21,Tuesday,2023-03
537456,21929,JUMBO BAG PINK POLKADOT,29,2022-11-19,1.96,10081,Denmark,56.84,2022,11,19,Saturday,2022-11
537443,22086,Unknown Product,43,2023-03-18,2.59,10979,Norway,111.37,2023,3,18,Saturday,2023-03
540591,22900,SET 2 TEA TOWELS I LOVE LONDON,30,2023-01-17,2.72,10066,Australia,81.6,2023,1,17,Tuesday,2023-01
536720,22175,GIN + TONIC DIET METAL SIGN,32,2022-12-09,2.2,10968,Norway,70.4,2022,12,9,Friday,2022-12
536835,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,2023-09-05,2.89,11432,United Kingdom,138.72,2023,9,5,Tuesday,2023-09
540067,21977,PACK OF 60 PINK PAISLEY CAKE CASES,10,2022-04-02,0.53,11194,United Kingdom,5.3,2022,4,2,Saturday,2022-04
537480,22632,HAND WARMER RED POLKA DOT,40,2023-12-28,2.22,10781,Germany,88.8,2023,12,28,Thursday,2023-12
536486,21977,PACK OF 60 PINK PAISLEY CAKE CASES,44,2023-03-18,0.54,10375,Spain,23.76,2023,3,18,Saturday,2023-03
537589,23209,LUNCH BAG GINGHAM DESIGN,15,2022-06-09,1.7,10851,Germany,25.5,2022,6,9,Thursday,2022-06
540790,20719,WOODLAND CHARLOTTE BAG,7,2023-12-15,0.73,11188,Italy,5.11,2023,12,15,Friday,2023-12
538017,84406B,CREAM CUPID HEARTS COAT HANGER,31,2023-03-31,3.12,11327,Norway,96.72,2023,3,31,Friday,2023-03
539771,23166,MEDIUM CERAMIC TOP STORAGE JAR,23,2023-04-19,1.27,11046,United Kingdom,29.21,2023,4,19,Wednesday,2023-04
540184,47566,PARTY BUNTING,35,2023-03-04,5.65,10195,United Kingdom,197.75,2023,3,4,Saturday,2023-03
537082,22457,NATURAL SLATE HEART CHALKBOARD,20,2023-06-23,1.88,10134,United Kingdom,37.6,2023,6,23,Friday,2023-06
539815,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,17,2022-10-09,2.72,10049,United Kingdom,46.24,2022,10,9,Sunday,2022-10
539726,22197,Unknown Product,31,2022-07-25,0.86,10589,United Kingdom,26.66,2022,7,25,Monday,2022-07
540730,20725,LUNCH BAG RED RETROSPOT,34,2023-12-14,1.82,10486,Denmark,61.88,2023,12,14,Thursday,2023-12
538195,22382,LUNCH BOX WITH CUTLERY RETROSPOT,19,2022-09-29,2.15,10809,Australia,40.85,2022,9,29,Thursday,2022-09
539620,47566,PARTY BUNTING,21,2022-11-05,4.21,10984,Netherlands,88.41,2022,11,5,Saturday,2022-11
540438,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,39,2022-08-19,2.88,11409,Italy,112.32,2022,8,19,Friday,2022-08
537096,21217,RED RETROSPOT MINI CASES,21,2023-02-06,0.97,10877,United Kingdom,20.37,2023,2,6,Monday,2023-02
540541,23355,HOT WATER BOTTLE KEEP CALM,20,2023-12-02,4.19,10884,Sweden,83.8,2023,12,2,Saturday,2023-12
537214,20719,WOODLAND CHARLOTTE BAG,48,2023-07-10,0.94,10432,Germany,45.12,2023,7,10,Monday,2023-07
538663,22144,FINISH LINE ENAMEL MUG,41,2023-11-11,0.91,10204,United Kingdom,37.31,2023,11,11,Saturday,2023-11
536914,22197,SMALL POPCORN HOLDER,18,2022-10-05,0.67,10271,Germany,12.06,2022,10,5,Wednesday,2022-10
539559,21064,WOOD S/3 CABINET ANT WHITE,29,2022-09-09,18.18,11314,United Kingdom,527.22,2022,9,9,Friday,2022-09
536459,23355,HOT WATER BOTTLE KEEP CALM,37,2022-12-01,4.48,11158,Switzerland,165.76,2022,12,1,Thursday,2022-12
538483,23355,Unknown Product,49,2023-03-04,4.7,10550,United Kingdom,230.3,2023,3,4,Saturday,2023-03
537667,22144,FINISH LINE ENAMEL MUG,47,2022-01-19,0.95,10439,Germany,44.65,2022,1,19,Wednesday,2022-01
539979,22961,JAM MAKING SET PRINTED,18,2022-11-03,1.37,10062,Germany,24.66,2022,11,3,Thursday,2022-11
538940,21977,PACK OF 60 PINK PAISLEY CAKE CASES,26,2023-11-22,0.59,10849,United Kingdom,15.34,2023,11,22,Wednesday,2023-11
537990,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,32,2023-07-12,1.54,10298,United Kingdom,49.28,2023,7,12,Wednesday,2023-07
537139,23084,RABBIT NIGHT LIGHT,33,2023-08-14,1.76,10478,Netherlands,58.08,2023,8,14,Monday,2023-08
540113,22629,SPACEBOY LUNCH BOX,39,2023-10-01,2.21,10764,United Kingdom,86.19,2023,10,1,Sunday,2023-10
536943,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,6,2022-12-18,1.36,10523,United Kingdom,8.16,2022,12,18,Sunday,2022-12
538501,22961,JAM MAKING SET PRINTED,1,2022-12-01,1.71,10661,Belgium,1.71,2022,12,1,Thursday,2022-12
537370,20725,LUNCH BAG RED RETROSPOT,20,2023-10-18,1.66,11167,Germany,33.2,2023,10,18,Wednesday,2023-10
540298,20725,LUNCH BAG RED RETROSPOT,1,2022-09-18,1.38,10443,United Kingdom,1.38,2022,9,18,Sunday,2022-09
538988,21064,WOOD S/3 CABINET ANT WHITE,38,2022-12-08,14.64,10254,Australia,556.32,2022,12,8,Thursday,2022-12
536389,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2023-01-10,3.89,11054,Spain,42.79,2023,1,10,Tuesday,2023-01
539224,22469,HEART OF WICKER SMALL,16,2022-06-12,1.24,11246,United Kingdom,19.84,2022,6,12,Sunday,2022-06
536887,22720,SET OF 3 CAKE TINS PANTRY DESIGN,41,2022-08-16,5.86,10402,United Kingdom,240.26,2022,8,16,Tuesday,2022-08
538987,21217,RED RETROSPOT MINI CASES,8,2023-12-17,0.77,11024,Spain,6.16,2023,12,17,Sunday,2023-12
540074,20727,LUNCH BAG BLACK SKULL,35,2022-11-21,1.38,10447,United Kingdom,48.3,2022,11,21,Monday,2022-11
536768,22900,SET 2 TEA TOWELS I LOVE LONDON,7,2022-05-05,2.95,11248,United Kingdom,20.65,2022,5,5,Thursday,2022-05
540503,22457,NATURAL SLATE HEART CHALKBOARD,49,2023-06-03,2.46,10283,United Kingdom,120.54,2023,6,3,Saturday,2023-06
537812,21212,PACK OF 72 RETROSPOT CAKE CASES,23,2022-12-13,0.54,11043,Switzerland,12.42,2022,12,13,Tuesday,2022-12
538180,22632,HAND WARMER RED POLKA DOT,47,2022-11-06,2.25,10234,Netherlands,105.75,2022,11,6,Sunday,2022-11
537413,47566,PARTY BUNTING,34,2022-08-23,4.66,10071,Singapore,158.44,2022,8,23,Tuesday,2022-08
536894,23209,LUNCH BAG GINGHAM DESIGN,1,2022-11-12,1.54,11127,United Kingdom,1.54,2022,11,12,Saturday,2022-11
536811,22469,HEART OF WICKER SMALL,2,2022-11-23,1.44,11367,Belgium,2.88,2022,11,23,Wednesday,2022-11
538846,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,44,2022-11-08,1.54,10070,Australia,67.76,2022,11,8,Tuesday,2022-11
539078,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,38,2023-07-27,3.59,11161,United Kingdom,136.42,2023,7,27,Thursday,2023-07
539222,23203,LUNCH BAG APPLE DESIGN,9,2023-02-07,1.68,10321,Denmark,15.12,2023,2,7,Tuesday,2023-02
538738,23355,HOT WATER BOTTLE KEEP CALM,34,2023-11-09,4.61,10295,USA,156.74,2023,11,9,Thursday,2023-11
537319,21212,PACK OF 72 RETROSPOT CAKE CASES,44,2023-01-28,0.52,10535,Australia,22.88,2023,1,28,Saturday,2023-01
538592,21930,JUMBO STORAGE BAG SUKI,33,2022-03-28,1.71,11315,United Kingdom,56.43,2022,3,28,Monday,2022-03
538261,23084,RABBIT NIGHT LIGHT,41,2023-12-02,1.65,11258,Portugal,67.65,2023,12,2,Saturday,2023-12
536452,23355,HOT WATER BOTTLE KEEP CALM,27,2022-12-09,4.56,10425,France,123.12,2022,12,9,Friday,2022-12
538504,20727,LUNCH BAG BLACK SKULL,40,2022-03-08,1.36,10036,United Kingdom,54.4,2022,3,8,Tuesday,2022-03
538674,22900,SET 2 TEA TOWELS I LOVE LONDON,15,2022-12-01,2.68,10448,France,40.2,2022,12,1,Thursday,2022-12
539618,22457,NATURAL SLATE HEART CHALKBOARD,1,2022-10-21,1.9,10260,United Kingdom,1.9,2022,10,21,Friday,2022-10
537306,21977,PACK OF 60 PINK PAISLEY CAKE CASES,23,2022-08-07,0.48,11224,United Kingdom,11.04,2022,8,7,Sunday,2022-08
538260,22616,PACK OF 12 LONDON TISSUES,15,2023-12-01,0.75,10566,United Kingdom,11.25,2023,12,1,Friday,2023-12
538642,22632,HAND WARMER RED POLKA DOT,23,2023-12-12,2.45,10373,France,56.35,2023,12,12,Tuesday,2023-12
540094,22197,SMALL POPCORN HOLDER,29,2022-09-22,0.76,10455,USA,22.04,2022,9,22,Thursday,2022-09
539980,23203,LUNCH BAG APPLE DESIGN,45,2023-12-10,1.56,10926,United Kingdom,70.2,2023,12,10,Sunday,2023-12
540434,23166,MEDIUM CERAMIC TOP STORAGE JAR,40,2023-01-31,1.18,11258,France,47.2,2023,1,31,Tuesday,2023-01
538986,23084,RABBIT NIGHT LIGHT,45,2023-08-25,1.95,10192,United Kingdom,87.75,2023,8,25,Friday,2023-08
538764,22144,FINISH LINE ENAMEL MUG,48,2022-06-11,1.01,10376,France,48.48,2022,6,11,Saturday,2022-06
539327,23203,LUNCH BAG APPLE DESIGN,47,2022-12-11,1.94,10685,Norway,91.18,2022,12,11,Sunday,2022-12
538819,22144,FINISH LINE ENAMEL MUG,21,2023-09-17,0.94,11430,United Kingdom,19.74,2023,9,17,Sunday,2023-09
539838,20725,LUNCH BAG RED RETROSPOT,15,2023-06-19,1.39,11360,Australia,20.85,2023,6,19,Monday,2023-06
536691,22726,ALARM CLOCK BAKELIKE RED,17,2022-03-19,3.26,11434,Portugal,55.42,2022,3,19,Saturday,2022-03
540381,22457,NATURAL SLATE HEART CHALKBOARD,32,2023-01-05,2.4,10982,Spain,76.8,2023,1,5,Thursday,2023-01
538966,22629,SPACEBOY LUNCH BOX,47,2023-11-12,2.13,10285,United Kingdom,100.11,2023,11,12,Sunday,2023-11
539145,22726,ALARM CLOCK BAKELIKE RED,18,2023-09-21,3.28,11495,United Kingdom,59.04,2023,9,21,Thursday,2023-09
538756,23166,MEDIUM CERAMIC TOP STORAGE JAR,30,2023-02-03,1.18,10840,Japan,35.4,2023,2,3,Friday,2023-02
536619,21977,PACK OF 60 PINK PAISLEY CAKE CASES,33,2022-12-02,0.54,10473,United Kingdom,17.82,2022,12,2,Friday,2022-12
536410,22144,FINISH LINE ENAMEL MUG,2,2023-05-23,1.07,11174,United Kingdom,2.14,2023,5,23,Tuesday,2023-05
537694,47566,PARTY BUNTING,36,2022-09-04,5.6,10888,Canada,201.6,2022,9,4,Sunday,2022-09
538369,23209,LUNCH BAG GINGHAM DESIGN,3,2022-10-06,1.85,11440,Belgium,5.55,2022,10,6,Thursday,2022-10
537404,22197,SMALL POPCORN HOLDER,44,2023-09-21,0.72,10284,United Kingdom,31.68,2023,9,21,Thursday,2023-09
540822,22720,Unknown Product,36,2023-12-13,4.26,10450,United Kingdom,153.36,2023,12,13,Wednesday,2023-12
536775,84997C,RECYCLED ACRYLIC BEAD NECKLACE,31,2022-11-08,0.85,10730,United Kingdom,26.35,2022,11,8,Tuesday,2022-11
537139,22900,SET 2 TEA TOWELS I LOVE LONDON,7,2022-12-15,2.4,10906,France,16.8,2022,12,15,Thursday,2022-12
537224,22616,PACK OF 12 LONDON TISSUES,13,2022-08-02,0.82,10633,Singapore,10.66,2022,8,2,Tuesday,2022-08
537378,22900,SET 2 TEA TOWELS I LOVE LONDON,23,2023-06-09,2.64,10790,United Kingdom,60.72,2023,6,9,Friday,2023-06
537531,23166,MEDIUM CERAMIC TOP STORAGE JAR,42,2023-10-10,1.3,11107,United Kingdom,54.6,2023,10,10,Tuesday,2023-10
540062,22629,SPACEBOY LUNCH BOX,15,2023-08-18,2.19,11475,Switzerland,32.85,2023,8,18,Friday,2023-08
538883,22144,FINISH LINE ENAMEL MUG,44,2023-04-07,1.01,11145,Sweden,44.44,2023,4,7,Friday,2023-04
536518,22726,ALARM CLOCK BAKELIKE RED,41,2023-04-18,4.26,11157,United Kingdom,174.66,2023,4,18,Tuesday,2023-04
536834,84997C,RECYCLED ACRYLIC BEAD NECKLACE,26,2023-10-30,1.17,10274,United Kingdom,30.42,2023,10,30,Monday,2023-10
538919,21929,JUMBO BAG PINK POLKADOT,11,2022-11-05,1.82,10522,Australia,20.02,2022,11,5,Saturday,2022-11
538043,20719,WOODLAND CHARLOTTE BAG,21,2022-12-04,0.69,10863,France,14.49,2022,12,4,Sunday,2022-12
537754,22632,HAND WARMER RED POLKA DOT,40,2023-06-07,1.74,10721,Netherlands,69.6,2023,6,7,Wednesday,2023-06
540392,21258,VICTORIAN SEWING BOX LARGE,41,2023-06-20,6.56,10192,Norway,268.96,2023,6,20,Tuesday,2023-06
539092,22423,REGENCY CAKESTAND 3 TIER,39,2022-03-04,13.3,11098,Switzerland,518.7,2022,3,4,Friday,2022-03
537684,21217,RED RETROSPOT MINI CASES,17,2023-12-29,0.75,10827,Netherlands,12.75,2023,12,29,Friday,2023-12
540695,22632,HAND WARMER RED POLKA DOT,39,2022-02-28,1.87,11101,Norway,72.93,2022,2,28,Monday,2022-02
539906,85099B,JUMBO BAG RED RETROSPOT,17,2022-06-24,1.39,11246,France,23.63,2022,6,24,Friday,2022-06
539796,23084,RABBIT NIGHT LIGHT,22,2023-01-14,1.46,10227,United Kingdom,32.12,2023,1,14,Saturday,2023-01
537473,84406B,CREAM CUPID HEARTS COAT HANGER,19,2022-02-26,2.59,10273,Germany,49.21,2022,2,26,Saturday,2022-02
537457,22197,Unknown Product,29,2023-06-20,0.72,10455,United Kingdom,20.88,2023,6,20,Tuesday,2023-06
538289,21064,WOOD S/3 CABINET ANT WHITE,19,2023-10-27,17.8,11198,Australia,338.2,2023,10,27,Friday,2023-10
540787,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,37,2023-12-26,2.74,10806,Norway,101.38,2023,12,26,Tuesday,2023-12
540017,23166,MEDIUM CERAMIC TOP STORAGE JAR,30,2023-04-26,1.4,11346,France,42.0,2023,4,26,Wednesday,2023-04
539764,22629,SPACEBOY LUNCH BOX,20,2023-07-26,1.91,10055,Australia,38.2,2023,7,26,Wednesday,2023-07
537954,22382,LUNCH BOX WITH CUTLERY RETROSPOT,15,2023-01-20,2.22,11190,United Kingdom,33.3,2023,1,20,Friday,2023-01
538251,23203,LUNCH BAG APPLE DESIGN,13,2023-11-21,1.69,10938,United Kingdom,21.97,2023,11,21,Tuesday,2023-11
537885,22175,GIN + TONIC DIET METAL SIGN,47,2022-02-07,2.1,10061,Germany,98.7,2022,2,7,Monday,2022-02
536906,22900,SET 2 TEA TOWELS I LOVE LONDON,36,2023-05-30,3.44,10733,United Kingdom,123.84,2023,5,30,Tuesday,2023-05
539443,22632,HAND WARMER RED POLKA DOT,21,2023-02-01,1.91,10818,Spain,40.11,2023,2,1,Wednesday,2023-02
536788,23166,MEDIUM CERAMIC TOP STORAGE JAR,34,2022-06-03,1.37,10833,Japan,46.58,2022,6,3,Friday,2022-06
537739,84406B,CREAM CUPID HEARTS COAT HANGER,24,2023-11-14,2.96,10831,United Kingdom,71.04,2023,11,14,Tuesday,2023-11
538078,21930,JUMBO STORAGE BAG SUKI,48,2023-12-12,1.72,10064,United Kingdom,82.56,2023,12,12,Tuesday,2023-12
539948,22720,SET OF 3 CAKE TINS PANTRY DESIGN,11,2023-01-21,4.74,10150,United Kingdom,52.14,2023,1,21,Saturday,2023-01
540731,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2023-01-08,4.88,10941,United Kingdom,34.16,2023,1,8,Sunday,2023-01
540630,22469,HEART OF WICKER SMALL,10,2022-12-22,1.36,10864,Switzerland,13.6,2022,12,22,Thursday,2022-12
540683,22900,SET 2 TEA TOWELS I LOVE LONDON,30,2022-11-25,2.46,10232,Belgium,73.8,2022,11,25,Friday,2022-11
536504,22961,JAM MAKING SET PRINTED,49,2022-03-03,1.16,10442,Switzerland,56.84,2022,3,3,Thursday,2022-03
539258,23084,RABBIT NIGHT LIGHT,15,2022-09-03,1.97,10195,United Kingdom,29.55,2022,9,3,Saturday,2022-09
540132,21212,PACK OF 72 RETROSPOT CAKE CASES,16,2023-10-18,0.57,11269,United Kingdom,9.12,2023,10,18,Wednesday,2023-10
538090,85099B,JUMBO BAG RED RETROSPOT,24,2023-12-16,1.95,10817,France,46.8,2023,12,16,Saturday,2023-12
539546,20725,LUNCH BAG RED RETROSPOT,45,2023-01-08,1.75,10129,United Kingdom,78.75,2023,1,8,Sunday,2023-01
538501,22726,ALARM CLOCK BAKELIKE RED,28,2023-11-10,4.09,11172,Germany,114.52,2023,11,10,Friday,2023-11
540080,22144,Unknown Product,27,2022-10-12,1.02,10911,Germany,27.54,2022,10,12,Wednesday,2022-10
537281,20719,WOODLAND CHARLOTTE BAG,41,2023-12-05,0.91,11010,United Kingdom,37.31,2023,12,5,Tuesday,2023-12
538598,22720,SET OF 3 CAKE TINS PANTRY DESIGN,49,2023-08-25,4.41,10500,Italy,216.09,2023,8,25,Friday,2023-08
536605,23203,LUNCH BAG APPLE DESIGN,41,2022-10-19,1.45,11198,Netherlands,59.45,2022,10,19,Wednesday,2022-10
539570,22457,NATURAL SLATE HEART CHALKBOARD,45,2023-06-05,2.2,10671,Switzerland,99.0,2023,6,5,Monday,2023-06
538509,47566,PARTY BUNTING,10,2023-04-23,4.0,10506,Sweden,40.0,2023,4,23,Sunday,2023-04
540423,22632,HAND WARMER RED POLKA DOT,48,2022-03-21,2.01,11019,France,96.48,2022,3,21,Monday,2022-03
540162,22720,SET OF 3 CAKE TINS PANTRY DESIGN,19,2023-01-26,5.9,10359,Netherlands,112.1,2023,1,26,Thursday,2023-01
537764,47566,PARTY BUNTING,13,2022-04-10,4.54,10758,Canada,59.02,2022,4,10,Sunday,2022-04
540382,22423,REGENCY CAKESTAND 3 TIER,5,2022-12-25,12.99,11434,Spain,64.95,2022,12,25,Sunday,2022-12
538608,22726,ALARM CLOCK BAKELIKE RED,43,2023-11-16,4.07,10465,Australia,175.01,2023,11,16,Thursday,2023-11
537708,22632,HAND WARMER RED POLKA DOT,39,2023-12-28,2.09,10184,Sweden,81.51,2023,12,28,Thursday,2023-12
537721,85099B,JUMBO BAG RED RETROSPOT,16,2022-01-16,1.95,10901,United Kingdom,31.2,2022,1,16,Sunday,2022-01
536483,22086,PAPER CHAIN KIT CHRISTMAS DECORATIONS,39,2022-04-08,2.72,10174,Sweden,106.08,2022,4,8,Friday,2022-04
538519,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,2022-08-26,3.01,10501,Denmark,87.29,2022,8,26,Friday,2022-08
536405,22382,LUNCH BOX WITH CUTLERY RETROSPOT,37,2022-12-10,2.25,10025,France,83.25,2022,12,10,Saturday,2022-12
538608,21933,JUMBO BAG SCANDINAVIAN BLUE DAISY,1,2022-09-13,1.37,10958,USA,1.37,2022,9,13,Tuesday,2022-09
539570,21977,PACK OF 60 PINK PAISLEY CAKE CASES,43,2023-01-25,0.5,10802,Sweden,21.5,2023,1,25,Wednesday,2023-01
540474,20725,LUNCH BAG RED RETROSPOT,8,2023-05-17,1.33,11384,Germany,10.64,2023,5,17,Wednesday,2023-05
537151,22726,ALARM CLOCK BAKELIKE RED,44,2022-11-24,3.96,10315,Denmark,174.24,2022,11,24,Thursday,2022-11
539413,22720,SET OF 3 CAKE TINS PANTRY DESIGN,41,2023-10-06,4.39,10239,United Kingdom,179.99,2023,10,6,Friday,2023-10
539688,23209,LUNCH BAG GINGHAM DESIGN,26,2022-12-02,1.95,10264,United Kingdom,50.7,2022,12,2,Friday,2022-12
538774,21930,JUMBO STORAGE BAG SUKI,1,2022-11-28,2.29,10169,United Kingdom,2.29,2022,11,28,Monday,2022-11
540675,85099B,JUMBO BAG RED RETROSPOT,48,2023-07-31,1.89,10769,Spain,90.72,2023,7,31,Monday,2023-07
540370,22197,SMALL POPCORN HOLDER,22,2023-03-13,0.61,11005,United Kingdom,13.42,2023,3,13,Monday,2023-03
538989,20725,LUNCH BAG RED RETROSPOT,33,2022-01-21,1.39,11386,Norway,45.87,2022,1,21,Friday,2022-01
538682,22469,HEART OF WICKER SMALL,36,2023-11-29,1.32,11468,Germany,47.52,2023,11,29,Wednesday,2023-11
540518,21217,RED RETROSPOT MINI CASES,32,2023-10-14,0.88,10775,Netherlands,28.16,2023,10,14,Saturday,2023-10
539124,23203,LUNCH BAG APPLE DESIGN,41,2022-11-17,1.73,10207,USA,70.93,2022,11,17,Thursday,2022-11
536873,21064,WOOD S/3 CABINET ANT WHITE,17,2023-04-21,19.49,10945,Germany,331.33,2023,4,21,Friday,2023-04
539567,21212,PACK OF 72 RETROSPOT CAKE CASES,49,2022-04-28,0.5,11141,Canada,24.5,2022,4,28,Thursday,2022-04
539179,23355,HOT WATER BOTTLE KEEP CALM,20,2023-08-07,4.28,10245,United Kingdom,85.6,2023,8,7,Monday,2023-08
536568,21930,JUMBO STORAGE BAG SUKI,33,2023-10-04,1.75,11082,Germany,57.75,2023,10,4,Wednesday,2023-10
539532,20719,WOODLAND CHARLOTTE BAG,33,2023-10-16,1.0,10047,Netherlands,33.0,2023,10,16,Monday,2023-10
538309,22197,SMALL POPCORN HOLDER,24,2022-03-11,0.67,11010,Denmark,16.08,2022,3,11,Friday,2022-03
536835,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2022-11-02,2.29,10509,United Kingdom,36.64,2022,11,2,Wednesday,2022-11
537634,22197,SMALL POPCORN HOLDER,31,2023-09-13,0.82,11414,Italy,25.42,2023,9,13,Wednesday,2023-09
539754,22144,FINISH LINE ENAMEL MUG,26,2023-10-04,1.14,10330,United Kingdom,29.64,2023,10,4,Wednesday,2023-10
537950,20725,LUNCH BAG RED RETROSPOT,37,2022-01-03,1.95,10719,United Kingdom,72.15,2022,1,3,Monday,2022-01
539055,22197,SMALL POPCORN HOLDER,17,2023-04-06,0.59,11347,Japan,10.03,2023,4,6,Thursday,2023-04
536367,22144,FINISH LINE ENAMEL MUG,47,2022-10-16,1.25,11435,United Kingdom,58.75,2022,10,16,Sunday,2022-10
538394,22632,HAND WARMER RED POLKA DOT,23,2022-12-03,1.9,11245,Spain,43.7,2022,12,3,Saturday,2022-12
539055,22175,GIN + TONIC DIET METAL SIGN,8,2023-12-21,2.19,10503,Netherlands,17.52,2023,12,21,Thursday,2023-12
539308,21930,JUMBO STORAGE BAG SUKI,23,2023-11-09,1.82,10117,Netherlands,41.86,2023,11,9,Thursday,2023-11
540693,23166,MEDIUM CERAMIC TOP STORAGE JAR,9,2023-08-20,1.28,10481,United Kingdom,11.52,2023,8,20,Sunday,2023-08
537281,23355,HOT WATER BOTTLE KEEP CALM,20,2022-12-12,4.13,11094,United Kingdom,82.6,2022,12,12,Monday,2022-12
538109,22616,PACK OF 12 LONDON TISSUES,34,2022-10-04,0.98,10860,Singapore,33.32,2022,10,4,Tuesday,2022-10
